1.325156731141792079e+04,1.500209003859887707e+04,2.351925388146551995e+04,1.960442926159523267e+04,1.867628711639893299e+04,1.931967244962869518e+04,1.265025598135008113e+04,5.841367442742826825e+03,1.041309247348545978e+04,5.458821391891645362e+03,5.592254881079228653e+03,5.722588061668619048e+03,3.968925878035315236e+03,5.189358245988961244e+03,3.908953905907191711e+03,4.728773279352007194e+03
2.301144132473892023e+04,2.396647966318663384e+04,3.012812310679555594e+04,4.279222755966104160e+04,3.436004398236546695e+04,3.606297380015863746e+04,2.666544507738313769e+04,1.365269374465568399e+04,1.329708471789428404e+04,9.866157564542481850e+03,7.837241332464854167e+03,6.481510289673146872e+03,5.630481127821687551e+03,7.057024212920833634e+03,5.877237919040012457e+03,5.858585901274470416e+03
3.683529786748627521e+04,4.215668563359070686e+04,4.827245286267085612e+04,5.857071175955008948e+04,8.234779070740647148e+04,7.809604778154370433e+04,4.953764292987652880e+04,3.857988616561397066e+04,1.741715907389947824e+04,1.747892891377282285e+04,1.019330547782813665e+04,1.014958642204746684e+04,7.398085969824556742e+03,8.178139732370982529e+03,7.556311593486330821e+03,7.440475038341244726e+03
4.152242999916834378e+04,5.126607849427757174e+04,7.841065231875889003e+04,8.395237469634853187e+04,1.025315103470144095e+05,1.285961731958313612e+05,8.292170732238967321e+04,6.682404899487079820e+04,4.173140294888985227e+04,2.467039828685265093e+04,1.278698408330273378e+04,1.514079905245287227e+04,1.363611516940187903e+04,1.151844400204140402e+04,8.438904159798259570e+03,8.563099253185620910e+03
2.799721886635999545e+04,3.738121531389262964e+04,7.374375063287396915e+04,1.139404180212113424e+05,1.173691103099674074e+05,1.191475376652284467e+05,1.176876799642797559e+05,1.139917885825231933e+05,6.693827605565499107e+04,4.576950172964765807e+04,2.151464810891256639e+04,1.873625993535145972e+04,1.321578924183093477e+04,1.391323551596282778e+04,1.140053812186489085e+04,8.836825576986539090e+03
2.687674849541203366e+04,3.136907914703512870e+04,6.835534887596241606e+04,1.015808757302734011e+05,1.308304135274168075e+05,1.413116235002820322e+05,1.096767970197073155e+05,1.579237789922356897e+05,1.156409171252172091e+05,8.233124121593328891e+04,3.839188462374778464e+04,2.608387409213352657e+04,1.293001946382640563e+04,1.407211809046274720e+04,1.133696663158143747e+04,1.276618002597463237e+04
3.683377609883810510e+04,4.179912303968011838e+04,5.380229957106694201e+04,6.856839374627047800e+04,1.158198193857660954e+05,1.349622612333678408e+05,1.207930297839351988e+05,1.590357525403994368e+05,1.755514855634604755e+05,1.140883702589001623e+05,7.910023848119832110e+04,5.537293708569490991e+04,2.367258510476052834e+04,2.068580936487215149e+04,1.379635995494905183e+04,1.586670866137772646e+04
2.948613724407042173e+04,3.675685791287620668e+04,6.474947899540196522e+04,7.153778543197734689e+04,1.111938799724153068e+05,1.653707972856580745e+05,2.478980603518593998e+05,1.627850612638227758e+05,1.769887052777433710e+05,1.572035503146718547e+05,1.102906435066281701e+05,8.360749456697040296e+04,4.795884357633513719e+04,2.718359835195245614e+04,1.979220288768116734e+04,1.681313069003609417e+04
1.909607132826607995e+04,2.505550784476587432e+04,7.572755272098272690e+04,1.325681652495396265e+05,1.281253131736374198e+05,1.717107548112658260e+05,2.717186321017176961e+05,3.094174797936897958e+05,1.997909194388964388e+05,1.659830892396761628e+05,1.754797309458407108e+05,1.257976735202295386e+05,7.438790795608826738e+04,3.323816340678260167e+04,2.737602773547483957e+04,2.166783524771737939e+04
1.943500347970109215e+04,1.962688073850579894e+04,3.850109850041793106e+04,1.270813997373043967e+05,1.382158524373963592e+05,1.666097684896218125e+05,2.328809261608401139e+05,6.276572823312141700e+05,4.170604513241319219e+05,2.113973775336124236e+05,1.782948751494005555e+05,2.402701144264606119e+05,1.312944051890239643e+05,5.635154339349841757e+04,4.111722974178182631e+04,3.801932403000133490e+04
2.232561422401413074e+04,2.322398579923639772e+04,2.374953175289668798e+04,4.823940085975864349e+04,8.347911411565856542e+04,9.501728535287592968e+04,1.690585579375348752e+05,4.216541842309732456e+05,4.348936127893417142e+05,4.121835945339760510e+05,1.712299325426393771e+05,1.868655667833979533e+05,1.319751444681423600e+05,9.251815365467670199e+04,6.411066843614485697e+04,4.960918035444138513e+04
2.655902812912206355e+04,2.669700327647120139e+04,2.717185951113274859e+04,3.531899824946482840e+04,5.026718451881336659e+04,7.686778311541248695e+04,1.155390634674807516e+05,1.830404394323423621e+05,4.101930111257546232e+05,6.001547895371591439e+05,2.099910614548774611e+05,1.386478720425586507e+05,1.153839910698558233e+05,8.376171560920946649e+04,4.929843342777080397e+04,4.153462108089607500e+04
2.993206741373184923e+04,2.803386965306696584e+04,3.137392827576375930e+04,3.445158827569074492e+04,4.144361371475325723e+04,7.104455000769413891e+04,1.298038570530647703e+05,1.229307524638916657e+05,1.888312700436278537e+05,4.572890007886998937e+05,3.075329778618236887e+05,1.676309702649879910e+05,1.253109216753758228e+05,1.033481361341856100e+05,5.833936923325847602e+04,3.722595385753417941e+04
3.672905897424605791e+04,2.889677162956607935e+04,3.029513970505053294e+04,3.447889197189303377e+04,4.168891482803478721e+04,5.235552106068150169e+04,1.134014897615563532e+05,1.510161821068150166e+05,1.425797012139695580e+05,2.745637918614218361e+05,2.566536510534551053e+05,2.848935523437427473e+05,1.324286464668426488e+05,1.411594038477059512e+05,6.738644276681890187e+04,6.038068219713825965e+04
3.944091683489123534e+04,4.000558656085663097e+04,3.210527116758815828e+04,3.822387984848188353e+04,4.210098386172145547e+04,4.707900551911197545e+04,8.509206317120554741e+04,1.256248378342060169e+05,1.846353483238212357e+05,1.869637524249372655e+05,2.712866524527802831e+05,2.244683327751654433e+05,2.479900221779359854e+05,1.327633868830376014e+05,9.188154199447073916e+04,6.883547904932414531e+04
3.917302544526830025e+04,4.108145607014025154e+04,3.528885547056308133e+04,3.814893717227790330e+04,3.867274257426837721e+04,5.072115516994058271e+04,6.761888653985039855e+04,1.052863904455462616e+05,1.492711919605676667e+05,1.761935417470285902e+05,1.791696281298940012e+05,2.075638697254502913e+05,1.769030517689296685e+05,1.341357599387052760e+05,7.102732129071855161e+04,4.752457986636033456e+04
3.968711189407244819e+04,3.810670144875542610e+04,3.711406076694154763e+04,3.925965110239764908e+04,3.872870579564705258e+04,4.558208557658777136e+04,4.774969162464542023e+04,9.888938594813724922e+04,1.087323567805219791e+05,1.338867115891936119e+05,1.200145933829291025e+05,1.909432261029971123e+05,1.184169657734106149e+05,1.172274935770480079e+05,6.050002105511902482e+04,6.053862820355780423e+04
4.146157889649581921e+04,3.813448002054368408e+04,4.338074875592927128e+04,4.070812801265533199e+04,4.034298647320145392e+04,3.800167331548753282e+04,4.708394823153298785e+04,8.068799026161870279e+04,9.544833525062308763e+04,9.812306502833288687e+04,1.260005713824427512e+05,1.031917742952040862e+05,1.251913457722690073e+05,1.290299378495458513e+05,7.186918441601180530e+04,7.795324182788215694e+04
5.558803312193469174e+04,4.948741941660416342e+04,5.567839355174245429e+04,4.614668355601187068e+04,4.773845779267311445e+04,5.334421975227787334e+04,6.551800100260436011e+04,7.898888586287027283e+04,9.774120160794894036e+04,8.648838120975688798e+04,1.197623135609992460e+05,1.035797486113886262e+05,1.257332289055803558e+05,1.059408864284894516e+05,7.811205834125538240e+04,7.376391742711715051e+04
6.440605941065304796e+04,6.357851181075767818e+04,7.312854043642502802e+04,6.088058686408435460e+04,6.313129803905492008e+04,6.553367149148340832e+04,7.913557522326709295e+04,7.756258110538289475e+04,1.320851069046053453e+05,8.936032772295907489e+04,1.063770479334076808e+05,1.168054642990863940e+05,1.349349039760105079e+05,1.016074988352451037e+05,9.293527014619944384e+04,8.899168472544747056e+04
4.516236297575508070e+04,4.761247612383038359e+04,5.595054897539747617e+04,5.547905947314199875e+04,5.363859407691590604e+04,5.661148719659720518e+04,6.001664368102946173e+04,5.294687893631256884e+04,1.173028172339485172e+05,9.705878337192529580e+04,8.587699131124601990e+04,9.425731194062059512e+04,1.074512955888676952e+05,8.883843152451758215e+04,9.619279490406528930e+04,7.417194355455733603e+04
3.953635521828028141e+04,5.231819821734898142e+04,5.905953919607435091e+04,5.562087138328587025e+04,5.946844672337967495e+04,5.928446907266217750e+04,5.475246952638369112e+04,5.742570826446128194e+04,9.751613790960343613e+04,1.073678457163136482e+05,7.717103985101208673e+04,8.261939016427370370e+04,9.742255310291459318e+04,9.204469247058939072e+04,9.976130293232019176e+04,6.283312850536557380e+04
4.784392419880980742e+04,6.849777846616320312e+04,6.155130001207247551e+04,5.864133675697028229e+04,6.383752068126144150e+04,6.333669381770684413e+04,6.428221681564718165e+04,6.298922923766101303e+04,9.166906908166837820e+04,1.020889130988142133e+05,8.043258522397540219e+04,8.465930965447798371e+04,9.820491885566347628e+04,9.351426175160762796e+04,9.321180786845133116e+04,8.503278472905592935e+04
